date_july,local_ip_july,remote_asn_july,flows_july,date_aug,local_ip_aug,remote_asn_aug,flows_aug,date_sept,local_ip_sept,remote_asn_sept,flows_sept
716,7,19024,2,814,6,18942,2,919,2,19918,421
716,7,21844,24,814,6,22846,1,919,2,22625,1
716,7,25751,2,814,6,26277,2,919,2,29863,3
716,7,30217,11,814,6,30380,2,919,2,30099,6
716,7,31976,3,814,7,109,7,919,2,32613,1
716,7,33694,2,814,7,137,1,919,2,33260,4
716,7,36856,16,814,7,174,2,919,2,33650,307
716,8,3356,2,814,7,1239,7,919,2,33651,18
716,8,4755,190,814,7,2152,3,919,3,271,1
716,8,7132,1,814,7,3701,2,919,3,701,4
716,8,8075,4,814,7,7896,2,919,3,2828,2
716,8,8972,2,814,7,8070,2,919,3,3462,1
716,8,15169,4,814,7,8075,2,919,3,4134,10
716,9,7132,2,814,7,8190,5,919,3,4808,12
716,9,8070,2,814,7,8560,1,919,3,5413,1
716,9,8075,2,814,7,9156,8,919,3,6539,1
717,0,209,1,814,7,11944,2,919,3,9316,1
717,0,701,5,814,7,14744,172,919,3,20773,2
717,0,2828,1,814,7,15169,75,919,3,20959,1
717,0,2907,23,814,7,16966,21,919,3,23974,1
717,0,3240,1,814,7,18924,48,919,3,29550,1
717,0,3267,1279,814,7,19271,2,919,3,32613,1
717,0,3269,1,814,7,21844,17,919,6,271,5
717,0,3561,25,814,7,30315,40,919,6,701,4
717,0,3671,9,814,7,36856,17,919,6,2828,1
717,0,3786,1,814,8,109,7,919,6,4134,8
717,0,4134,1,814,8,137,1,919,6,4837,1
717,0,4766,2,814,8,174,1,919,6,6478,4
717,0,5396,12,814,8,2152,1,919,6,6539,1
717,0,5462,1,814,8,7896,1,919,6,9316,2
717,0,5617,4,814,8,8070,2,919,6,13680,1
717,0,6386,1,814,8,8190,1,919,6,20773,2
717,0,6432,1,814,8,9318,1198,919,6,23974,1
717,0,6724,1,814,8,15169,4,919,6,29550,6
717,0,6939,1,814,9,2152,4,919,6,32613,2
717,0,6993,2,814,9,8070,1,919,7,109,4
717,0,8151,1,814,9,8075,2,919,7,174,2
717,0,8584,1,814,9,11922,1,919,7,226,1
717,0,8638,1,814,9,15169,258,919,7,3561,1
717,0,8708,1,814,9,36856,2,919,7,3701,2
717,0,9498,1,815,0,209,1,919,7,4436,2
717,0,9617,1,815,0,714,1,919,7,5413,6
717,0,10429,1,815,0,1221,1,919,7,6432,1
717,0,10532,1,815,0,2828,1,919,7,6453,2
717,0,11427,1,815,0,2914,1,919,7,6939,1
717,0,11683,1,815,0,3269,1,919,7,8070,2
717,0,12252,52,815,0,3320,3,919,7,8075,2
717,0,13462,13,815,0,3462,1,919,7,8182,2
717,0,13749,2,815,0,3561,36,919,7,9156,6
717,0,13867,1,815,0,3671,13,919,7,10763,6
717,0,14291,1,815,0,4134,1,919,7,15169,51
717,0,15412,1,815,0,4323,1,919,7,17210,26
717,0,16338,1,815,0,4766,1,919,7,17231,8
717,0,16509,2,815,0,5089,1,919,7,18924,48
717,0,17633,1,815,0,6432,1,919,7,20940,2
717,0,19262,1,815,0,6461,1,919,7,21844,142
717,0,24783,1,815,0,6724,1,919,7,25751,4
717,0,26085,1,815,0,6939,1,919,7,25973,34
717,0,33489,1,815,0,7015,261,919,7,29550,3
717,0,33651,1,815,0,7132,1,919,7,33070,5
717,0,35592,1,815,0,7496,1,919,7,33419,3
717,1,8,2,815,0,7796,22,919,7,36856,14
717,1,27,1,815,0,8151,1,919,8,109,4
717,1,73,5,815,0,9050,1,919,8,786,2
717,1,2828,2,815,0,9800,1,919,8,1668,91
717,1,2907,8,815,0,9806,1,919,8,2152,1
717,1,3265,1351,815,0,9853,1,919,8,2553,41
717,1,3356,1,815,0,13462,32,919,8,2828,280
717,1,3462,5,815,0,15802,1,919,8,3701,1
717,1,4134,16,815,0,15965,1,919,8,5662,1146
717,1,4323,2,815,0,19262,1,919,8,8075,2
717,1,4837,2,815,0,19271,1,919,8,15169,225
717,1,5078,4,815,0,21844,1,919,8,26347,5
717,1,5396,3,815,0,22364,1,919,8,29550,1
717,1,5617,1,815,0,22773,1,919,8,36856,4
717,1,6461,24,815,0,26085,2,919,9,209,22
717,1,6830,3,815,0,28573,2,919,9,226,78
717,1,9381,2,815,0,29717,1,919,9,2152,20
717,1,9803,2,815,0,30374,1,919,9,2914,3
717,1,10429,1,815,0,31976,13,919,9,3356,17
717,1,11486,4,815,1,137,7,919,9,3561,4
717,1,12252,3,815,1,680,2,919,9,3614,3
717,1,12302,38,815,1,2018,2,919,9,4265,4
717,1,13693,1,815,1,2107,2,919,9,5779,185
717,1,13749,252,815,1,2828,4,919,9,6307,6
717,1,14777,6,815,1,3265,4662,919,9,6318,39
717,1,14778,13,815,1,3269,4,919,9,6432,5
717,1,14780,1,815,1,3462,2,919,9,6453,5
717,1,15542,4,815,1,3561,24,919,9,7018,9
717,1,17773,2,815,1,4134,7,919,9,7726,3
717,1,17785,1,815,1,4323,1,919,9,7743,29
717,1,17897,2,815,1,4766,1,919,9,7837,1
717,1,21565,1,815,1,4814,1,919,9,8002,1
717,1,31252,1060,815,1,4837,2,919,9,8070,5
717,1,34320,1,815,1,6461,1,919,9,8075,2
717,2,16,1,815,1,7015,1482,919,9,10763,1
717,2,47,1,815,1,7046,1,919,9,10794,72
717,2,1312,82,815,1,7796,2,919,9,11266,369
717,2,2907,1,815,1,8342,7,919,9,11486,2
717,2,2915,7,815,1,8376,1,919,9,11922,1
717,2,3267,1279,815,1,9304,1,919,9,12168,36
717,2,3557,1,815,1,9318,1,919,9,12179,1
717,2,3561,6,815,1,9808,1,919,9,12182,1
717,2,4323,8,815,1,9929,2,919,9,14780,428
717,2,4814,3,815,1,10154,1,919,9,15169,99
717,2,5396,43,815,1,10429,1,919,9,16432,5
717,2,5617,1,815,1,11427,1,919,9,16509,7
717,2,7018,155,815,1,11486,2,919,9,16966,4
717,2,7132,6,815,1,13046,3,919,9,19296,2
717,2,7377,75,815,1,14744,8,919,9,20940,102
717,2,10429,1,815,1,14778,14,919,9,25751,2
717,2,11414,14,815,1,14938,1,919,9,26101,63
717,2,12252,3,815,1,15169,2,919,9,30099,5
717,2,13749,816,815,1,15965,1,919,9,32392,6
717,2,19918,189,815,1,16195,1,919,9,33322,1
717,2,29863,4,815,1,17608,1,919,9,33419,4
717,2,30099,4,815,1,17813,2,919,9,33694,2
717,2,33260,4,815,1,18566,2,919,9,36088,225
717,2,36351,1,815,1,19262,1,919,9,36856,5
717,3,8,2,815,1,24373,1,920,0,209,2
717,3,27,2,815,1,24589,2,920,0,1659,2
717,3,2828,2,815,1,25310,1,920,0,1785,1
717,3,2907,2,815,1,27595,4,920,0,2514,1
717,3,3320,2,815,1,29256,1,920,0,2518,1
717,3,4323,1,815,1,29550,2,920,0,2914,1
717,3,4812,1,815,1,29737,1,920,0,3269,3
717,3,5078,1,815,1,33287,1,920,0,3320,1
717,3,5396,2,815,1,33774,1,920,0,3356,1
717,3,5617,1,815,2,209,57,920,0,3462,1
717,3,9929,1,815,2,1312,84,920,0,3561,41
717,3,10429,1,815,2,3561,7,920,0,3671,6
717,3,12252,3,815,2,3598,3,920,0,4134,6
717,3,13693,1,815,2,4323,4,920,0,4538,1
717,3,13749,1,815,2,4983,21,920,0,4618,1
717,3,15542,1,815,2,5650,170,920,0,4766,1
717,3,31252,2,815,2,5661,3,920,0,4814,2
717,4,2907,19,815,2,6478,3,920,0,4837,1
717,4,3267,1279,815,2,7015,181,920,0,6432,3
717,4,4323,1,815,2,7018,98,920,0,6461,1
717,4,5396,82,815,2,7132,3,920,0,6517,28
717,4,7132,2,815,2,7377,76,920,0,6724,1
717,4,10429,1,815,2,7796,4,920,0,6939,1
717,4,12252,1,815,2,11414,13,920,0,7543,25
717,4,13749,154,815,2,18530,3,920,0,7602,5
717,4,15542,3,815,2,19262,1,920,0,7738,1
717,4,22855,14,815,2,19918,229,920,0,8075,1
717,4,31252,273,815,2,22625,1,920,0,8402,1
717,4,31976,84,815,2,29863,4,920,0,8560,5
717,4,33651,53,815,2,33260,12,920,0,9316,1652
717,5,8,2,815,2,33650,15,920,0,9318,2675
717,5,27,1,815,2,36828,3,920,0,9800,1
717,5,2828,2,815,3,137,1,920,0,9829,1
717,5,2907,2,815,3,680,1,920,0,10796,1
717,5,3320,2,815,3,2107,1,920,0,11486,1
717,5,3561,1,815,3,2116,1,920,0,11955,1
717,5,4323,2,815,3,3269,5,920,0,13462,35
717,5,4812,2,815,3,3320,5,920,0,13867,2
717,5,5078,6,815,3,4134,7,920,0,14501,1
717,5,5396,1,815,3,4766,3,920,0,15802,3
717,5,5617,2,815,3,7796,1,920,0,17228,1
717,5,8070,2,815,3,12006,6,920,0,17557,1
717,5,10429,1,815,3,14744,14,920,0,17974,1
717,5,12252,2,815,3,18566,1,920,0,19115,1
717,5,13693,2,815,3,29550,1,920,0,19262,1
717,5,13749,1,815,4,137,3,920,0,19296,1
717,5,15542,1,815,4,2914,1,920,0,19429,1
717,5,31252,1,815,4,3320,60,920,0,19893,1
717,6,8,3,815,4,3561,6,920,0,20115,1
717,6,27,1,815,4,4323,3,920,0,20468,1
717,6,2828,2,815,4,4513,2,920,0,22291,1
717,6,2907,2,815,4,7796,2,920,0,24863,1
717,6,3320,4,815,4,7996,3873,920,0,29717,15
717,6,4323,2,815,4,14744,1,920,0,30141,1
717,6,4812,1,815,4,14778,4,920,0,30165,2
717,6,5078,6,815,4,15169,94,920,0,32613,86
717,6,5396,1,815,4,22855,13,920,0,33657,3
717,6,9929,1,815,4,23342,3,920,0,35249,1
717,6,10429,1,815,4,29895,46,920,2,59,1
717,6,12252,3,815,4,31976,83,920,2,553,3
717,6,13693,4,815,5,137,4,920,2,1312,132
717,6,13749,2,815,5,680,2,920,2,3269,1
717,6,15542,1,815,5,2107,2,920,2,3462,1
717,7,71,4,815,5,2152,4,920,2,3561,6
717,7,209,3,815,5,3269,5,920,2,3701,1
717,7,714,26,815,5,3320,2,920,2,4134,1
717,7,2152,42,815,5,3356,1,920,2,4323,3
717,7,3561,1,815,5,3561,1,920,2,4983,22
717,7,5078,2,815,5,4134,3,920,2,5650,147
717,7,6517,543,815,5,4766,3,920,2,6517,28
717,7,8070,1,815,5,7796,1,920,2,6539,3957
717,7,8075,2,815,5,8070,4,920,2,7018,138
717,7,12182,18,815,5,8075,6,920,2,7132,2
717,7,12222,1,815,5,11908,2,920,2,7377,133
717,7,13693,2,815,5,13867,2,920,2,8069,1059
717,7,15169,9,815,5,14744,3,920,2,9316,5214
717,7,18924,48,815,5,15965,1,920,2,9318,1970
717,7,19306,7,815,5,18566,2,920,2,9800,1
717,7,21844,5,815,5,22822,4,920,2,11414,27
717,7,25867,7,815,5,29550,4,920,2,12156,4
717,7,36856,1,815,6,137,2,920,2,17055,2
717,8,3356,1,815,6,680,1,920,2,17557,1
717,8,5078,1,815,6,2107,2,920,2,18566,2
717,8,8070,2,815,6,3269,8,920,2,19918,429
717,8,9370,1,815,6,3462,1,920,2,29863,13
717,8,9848,3428,815,6,4766,1,920,2,30099,5
717,8,13693,1,815,6,7015,1,920,2,32613,8
717,8,15169,4,815,6,7796,1,920,2,33260,3
717,9,3561,2,815,6,9808,1,920,2,33650,40
717,9,8070,2,815,6,9929,1,920,2,33651,64
718,0,209,3,815,6,14744,15,920,2,36828,3
718,0,701,3,815,6,18566,2,920,3,1659,2
718,0,714,1,815,6,29550,5,920,3,3269,1
718,0,2152,1,815,7,109,8,920,3,3462,2
718,0,2819,1,815,7,271,4,920,3,4134,27
718,0,2914,1,815,7,1239,4,920,3,4230,1
718,0,3269,1,815,7,2107,2,920,3,4837,5
718,0,3462,1,815,7,2152,2,920,3,6517,2
718,0,3561,37,815,7,3701,2,920,3,8560,14
718,0,3671,15,815,7,8070,3,920,3,9318,1
718,0,4837,1,815,7,8560,1,920,3,9394,2
718,0,5384,1,815,7,9156,4,920,3,9800,1
718,0,5617,4,815,7,10912,7,920,3,17557,2
718,0,5645,1,815,7,12182,4,920,3,32613,3
718,0,5778,1,815,7,15169,38,920,6,3269,2
718,0,6147,1,815,7,18566,4,920,6,3462,1
718,0,6432,1,815,7,18924,48,920,6,4134,25
718,0,6724,1,815,7,21844,7,920,6,4230,2
718,0,6939,1,815,7,29550,2,920,6,4812,3
718,0,7029,1,815,7,30315,8,920,6,4837,3
718,0,7228,1,815,7,36856,10,920,6,6517,2
718,0,7314,4051,815,8,109,8,920,6,8560,18
718,0,7643,1,815,8,2107,1,920,6,9318,2
718,0,7738,1,815,8,2152,1,920,6,9394,1
718,0,7992,1,815,8,2914,1,920,6,9800,1
718,0,8075,1,815,8,8070,2,920,6,17557,2
718,0,8341,1,815,8,15169,4,920,6,31669,2
718,0,9143,2,815,8,18566,1,920,6,32613,2
718,0,9318,2,815,8,29550,1,920,6,33287,2
718,0,11486,1,815,9,102,182,920,7,109,1
718,0,11643,2,815,9,111,1,920,7,766,1
718,0,11829,1,815,9,2152,239,920,7,1668,1
718,0,11913,1,815,9,3561,1,920,7,2152,9
718,0,12322,1,815,9,4323,14,920,7,2572,24
718,0,12392,1,815,9,5779,189,920,7,3701,3
718,0,12929,1,815,9,6334,62,920,7,4230,2
718,0,13237,2,815,9,6432,10,920,7,6128,3
718,0,13367,1,815,9,8070,6,920,7,6432,4
718,0,13462,21,815,9,8075,1,920,7,7342,2
718,0,15635,1,815,9,11383,20,920,7,8070,1
718,0,15663,1,815,9,14780,255,920,7,8075,2
718,0,15802,1,815,9,15169,825,920,7,9156,11
718,0,15857,4,815,9,17110,6,920,7,10763,9
718,0,19262,1,815,9,20461,688,920,7,11106,1
718,0,19296,1,815,9,22822,4,920,7,15169,56
718,0,21844,1,815,9,25751,4,920,7,16733,2
718,0,24851,4,815,9,26101,54,920,7,17210,46
718,0,26347,1,815,9,26228,2,920,7,17225,2
718,0,27699,2,815,9,33694,34,920,7,18924,48
718,0,28753,1,815,9,36088,99,920,7,19057,23
718,0,29717,1,815,9,36856,4,920,7,20940,9
718,0,33668,1,816,0,1897,2,920,7,21844,112
718,0,36727,1,816,0,2152,1,920,7,25751,4
718,1,703,1,816,0,2518,1,920,7,25973,22
718,1,3215,2,816,0,2614,1,920,7,26347,6
718,1,3265,1349,816,0,2697,1,920,7,33070,5
718,1,4134,5,816,0,2828,2,920,7,33419,8
718,1,4766,8,816,0,3249,1,920,7,36856,30
718,1,4812,1,816,0,3262,1,920,8,109,1
718,1,4837,4,816,0,3269,2,920,8,1668,143
718,1,5408,2,816,0,3356,1,920,8,2152,1
718,1,6461,28,816,0,3561,33,920,8,3701,1
718,1,7314,3,816,0,3671,16,920,8,4230,1
718,1,9394,1,816,0,4134,4,920,8,4675,27
718,1,9931,2,816,0,4230,1,920,8,4927,2
718,1,12252,4,816,0,4755,1,920,8,5662,1215
718,1,12390,2,816,0,5089,7,920,8,6128,1
718,1,12392,11,816,0,6432,1,920,8,6517,1
718,1,14777,14,816,0,6461,1,920,8,8075,2
718,1,14778,6,816,0,6724,1,920,8,15169,275
718,1,15169,4,816,0,6939,1,920,8,19916,7899
718,1,15772,1,816,0,7015,1,920,8,36856,4
718,1,17429,1,816,0,7018,1,920,9,174,5
718,1,18182,1,816,0,7029,2,920,9,209,25
718,1,21844,13,816,0,7132,51,920,9,226,170
718,1,24851,2,816,0,7539,1,920,9,1668,4
718,1,25532,1,816,0,7543,1,920,9,2152,62
718,1,28753,842,816,0,7557,1,920,9,2828,4
718,1,32743,4,816,0,8240,1,920,9,2914,152
718,2,16,1,816,0,9304,1,920,9,3064,30
718,2,47,1,816,0,9316,315,920,9,3340,2
718,2,680,2,816,0,9459,1,920,9,3356,92
718,2,1312,97,816,0,12322,2,920,9,3561,125
718,2,2152,1,816,0,12578,1,920,9,4264,8
718,2,3561,7,816,0,13462,40,920,9,4265,3
718,2,3701,1,816,0,13867,2,920,9,4436,8
718,2,4323,8,816,0,14742,1,920,9,4513,1
718,2,4814,8,816,0,14857,1,920,9,5417,2
718,2,5650,62,816,0,15475,1,920,9,5779,283
718,2,7018,200,816,0,17012,1,920,9,6432,25
718,2,7132,3,816,0,17184,1,920,9,6461,11
718,2,7314,164,816,0,19262,1,920,9,6939,15
718,2,7377,94,816,0,21201,4,920,9,7342,1
718,2,11414,2,816,0,22773,1,920,9,7349,1
718,2,12252,16,816,0,29717,1,920,9,8070,6
718,2,12392,1,816,0,30099,2,920,9,8075,1
718,2,15857,2,816,0,30222,1,920,9,8404,41
718,2,16572,6,816,0,31976,12,920,9,10763,1
718,2,17429,1,816,0,32736,1,920,9,10843,7
718,2,19918,487,816,1,174,2,920,9,11486,9
718,2,28753,792,816,1,680,2,920,9,11643,24
718,2,29863,4,816,1,714,2,920,9,12168,538
718,2,33260,8,816,1,1668,6,920,9,12182,4
718,2,33650,10,816,1,2510,1,920,9,12188,2
718,2,33651,24,816,1,2614,1,920,9,13601,6
718,3,3215,4,816,1,2697,1,920,9,14501,3
718,3,4134,2,816,1,2828,3,920,9,14780,463
718,3,4837,2,816,1,3064,1,920,9,14992,2
718,3,5408,1,816,1,3228,1,920,9,15169,163
718,3,9394,1,816,1,3265,4702,920,9,15226,26
718,3,12392,24,816,1,3561,25,920,9,16509,112
718,3,15857,1,816,1,3734,1,920,9,16546,3
718,3,21844,1,816,1,4134,47,920,9,16667,3
718,3,24851,4,816,1,4609,2,920,9,17225,17
718,3,28753,3,816,1,4657,4,920,9,18549,5
718,4,7132,18,816,1,4713,2,920,9,19296,5
718,4,7314,3810,816,1,4741,1,920,9,19318,2
718,4,12252,55,816,1,4766,2,920,9,20940,249
718,4,12392,1,816,1,4814,14,920,9,23342,1
718,4,14777,2,816,1,5723,1,920,9,25655,2
718,4,15857,3,816,1,6181,2,920,9,25720,5
718,4,17429,1,816,1,6400,1,920,9,25817,7
718,4,21844,13,816,1,6724,2,920,9,25881,4
718,4,22855,30,816,1,7018,3,920,9,26101,100
718,4,24851,2,816,1,7046,3,920,9,26978,1
718,4,28753,849,816,1,7132,1628,920,9,30217,14
718,4,29895,30,816,1,8047,1,920,9,32313,4
718,4,31976,119,816,1,8048,1,920,9,33419,23
718,4,33651,214,816,1,8342,3,920,9,34768,6
718,5,2152,2,816,1,8560,1,920,9,36088,206
718,5,3215,2,816,1,9316,249,920,9,36856,1
718,5,3356,1,816,1,9318,3,921,0,209,1
718,5,4134,3,816,1,11175,2,921,0,702,1
718,5,5408,2,816,1,12322,2,921,0,714,1
718,5,6429,1,816,1,12880,1,921,0,1785,1
718,5,8070,2,816,1,13091,1,921,0,3215,1
718,5,12392,11,816,1,14690,5,921,0,3462,23
718,5,21844,1,816,1,14780,3,921,0,3561,63
718,5,24851,4,816,1,17813,4,921,0,3671,14
718,5,28753,2,816,1,18182,2,921,0,3786,1
718,6,3215,2,816,1,19262,2,921,0,4134,2
718,6,4134,9,816,1,22489,2,921,0,4538,1
718,6,4812,1,816,1,22909,1,921,0,4618,2
718,6,4837,4,816,1,24268,1,921,0,4808,2
718,6,5408,2,816,1,24589,2,921,0,4837,1
718,6,12392,11,816,1,30099,1,921,0,5617,1
718,6,15857,1,816,1,31797,2,921,0,6147,1
718,6,21844,2,816,1,34320,3,921,0,6388,1
718,6,24851,4,816,1,34679,2,921,0,6432,1
718,6,28753,3,816,2,81,3,921,0,6461,1
718,6,30380,1,816,2,209,35,921,0,6724,1
718,6,36856,4,816,2,1312,96,921,0,6730,1
718,7,131,2,816,2,2614,1,921,0,6830,1
718,7,209,4,816,2,2697,1,921,0,6939,1
718,7,714,10,816,2,3561,4,921,0,6993,2
718,7,1239,16,816,2,4134,1,921,0,7132,1
718,7,2152,30,816,2,4323,8,921,0,7393,1
718,7,3561,8,816,2,4983,4,921,0,7545,1
718,7,3701,3,816,2,5650,75,921,0,7738,2
718,7,4134,2,816,2,6366,1,921,0,8113,2
718,7,4323,6,816,2,6478,5,921,0,8151,2
718,7,5408,2,816,2,7018,298,921,0,8167,1
718,7,6432,6,816,2,7065,4,921,0,8228,1
718,7,7046,36,816,2,7132,3,921,0,9318,750
718,7,8070,3,816,2,7377,90,921,0,10912,2
718,7,9156,6,816,2,9316,262,921,0,10994,1
718,7,10763,1,816,2,11414,9,921,0,12709,1
718,7,10933,2,816,2,12322,2,921,0,13432,1
718,7,11305,2,816,2,16467,10,921,0,13462,37
718,7,11486,9,816,2,19918,330,921,0,13867,1
718,7,12182,3,816,2,22625,2,921,0,14127,301
718,7,12217,5,816,2,29863,8,921,0,15334,2
718,7,12222,7,816,2,30099,8,921,0,17557,256
718,7,13867,14,816,2,33260,12,921,0,18044,1
718,7,13884,1,816,2,33650,43,921,0,18881,1
718,7,14744,66,816,2,33651,2,921,0,20597,1
718,7,15169,65,816,3,174,1,921,0,21840,1
718,7,18924,48,816,3,1668,2,921,0,23500,1
718,7,19041,6,816,3,2614,2,921,0,24587,1
718,7,19306,15,816,3,2697,2,921,0,25973,1
718,7,21844,23,816,3,3064,1,921,0,26831,1
718,7,22277,4,816,3,4134,22,921,0,29717,1
718,7,25786,1,816,3,4713,1,921,0,30099,1
718,7,29720,2,816,3,6724,2,921,0,31976,3
718,7,30217,13,816,3,7018,1,921,0,33287,1
718,7,30589,12,816,3,7132,1,921,0,36351,1
718,7,33419,5,816,3,8220,3,921,0,38083,2
718,7,36856,11,816,3,9316,2,921,2,174,4
718,8,3356,1,816,3,12006,3,921,2,209,42
718,8,4134,1,816,3,12322,2,921,2,1312,85
718,8,5408,1,816,3,13091,1,921,2,2552,1
718,8,7314,15,816,3,18182,1,921,2,3352,1
718,8,8070,2,816,3,22489,1,921,2,3462,1277
718,8,9457,1,816,3,31797,1,921,2,3561,7
718,8,15169,4,816,4,2614,1,921,2,3659,1
718,9,111,1,816,4,2697,1,921,2,3701,1
718,9,209,15,816,4,3320,91,921,2,4134,1
718,9,553,32,816,4,3561,6,921,2,4538,1
718,9,1668,12,816,4,4134,9,921,2,4788,1737
718,9,2152,64,816,4,6428,1,921,2,4983,72
718,9,3356,18,816,4,7132,46,921,2,5650,200
718,9,3561,6,816,4,9316,156,921,2,7132,117
718,9,3614,2,816,4,11022,2,921,2,7377,82
718,9,3701,2,816,4,12322,2,921,2,7543,1
718,9,4182,70,816,4,14778,2,921,2,8069,6
718,9,4264,1,816,4,15169,87,921,2,9318,683
718,9,4265,1,816,4,22855,37,921,2,10620,63
718,9,4323,11,816,4,23342,3,921,2,11414,46
718,9,4436,114,816,4,31976,83,921,2,14127,321
718,9,4513,6,816,4,33651,117,921,2,14425,1
718,9,6318,30,816,5,174,2,921,2,17557,87
718,9,6432,23,816,5,1668,5,921,2,17964,17
718,9,6461,8,816,5,2152,6,921,2,19918,465
718,9,6971,53,816,5,2614,2,921,2,20597,1
718,9,7224,4,816,5,2697,1,921,2,29863,8
718,9,7859,16,816,5,3064,1,921,2,30099,8
718,9,8070,1,816,5,4134,11,921,2,33260,4
718,9,8075,2,816,5,4713,2,921,2,33650,567
718,9,8176,6,816,5,6724,2,921,2,33651,11
718,9,9729,14,816,5,7018,3,921,2,38083,2
718,9,10763,1,816,5,7132,2,921,3,4134,4
718,9,10794,22,816,5,8070,9,921,3,4538,13
718,9,10912,21,816,5,8075,5,921,3,4780,1
718,9,11266,22,816,5,8220,3,921,3,6128,2
718,9,11305,171,816,5,9316,1,921,3,8560,1
718,9,11486,8,816,5,12322,3,921,3,9370,2
718,9,11643,7,816,5,13867,4,921,3,14051,1
718,9,11922,3,816,5,18182,2,921,3,14127,1
718,9,12179,11,816,5,22489,1,921,3,17557,2
718,9,12182,24,816,5,31797,2,921,3,20597,2
718,9,12222,40,816,6,174,2,921,3,24139,2
718,9,13703,3,816,6,1668,4,921,3,24400,1
718,9,14776,2,816,6,2614,2,921,3,26496,1
718,9,14780,53,816,6,2697,1,921,3,28571,3
718,9,15169,50,816,6,3064,2,921,3,38083,2
718,9,15830,2,816,6,4134,20,921,6,1659,2
718,9,17231,17,816,6,4713,2,921,6,4134,19
718,9,19296,6,816,6,4812,1,921,6,4780,2
718,9,21844,2,816,6,6724,2,921,6,4788,1
718,9,22277,2,816,6,7018,3,921,6,4808,8
718,9,23010,2,816,6,8220,2,921,6,4837,3
718,9,26101,12,816,6,9316,2,921,6,8560,2
718,9,26228,2,816,6,9803,1,921,6,9370,2
718,9,29720,3,816,6,12322,4,921,6,9830,2
718,9,36856,2,816,6,15965,1,921,6,10620,2
719,0,1257,2,816,6,22489,1,921,6,14051,2
719,0,2856,1,816,6,31797,4,921,6,14127,2
719,0,2914,2,816,7,109,3,921,6,17557,1
719,0,3243,1,816,7,239,1,921,6,20597,1
719,0,3249,1,816,7,714,1,921,6,24400,2
719,0,3269,1,816,7,1239,14,921,7,14,6
719,0,3356,1,816,7,1668,2,921,7,31,2
719,0,3549,1,816,7,2152,36,921,7,73,5
719,0,3561,80,816,7,3561,10,921,7,209,45
719,0,3671,14,816,7,3701,1,921,7,2152,1
719,0,4230,2,816,7,7497,1,921,7,2914,17
719,0,4766,1,816,7,8070,3,921,7,3561,5
719,0,4837,2,816,7,8560,2,921,7,3701,2
719,0,5033,1,816,7,9156,8,921,7,4323,7
719,0,6385,1,816,7,10763,1,921,7,4538,1
719,0,6432,2,816,7,11078,2,921,7,6939,5
719,0,6461,1,816,7,11266,4,921,7,8001,11
719,0,6713,1,816,7,11486,1,921,7,8070,1
719,0,6724,1,816,7,11944,1,921,7,8075,2
719,0,6939,2,816,7,12182,1,921,7,9156,9
719,0,7015,1,816,7,13749,1,921,7,11486,2
719,0,7757,1,816,7,13768,12,921,7,14051,2
719,0,7853,1,816,7,14780,83,921,7,15169,53
719,0,8346,1,816,7,15169,51,921,7,16966,1
719,0,9371,1,816,7,18924,66,921,7,18924,48
719,0,9498,1,816,7,19271,2,921,7,20940,2
719,0,9908,1,816,7,20940,2,921,7,21844,340
719,0,11473,1,816,7,21502,4,921,7,22849,121
719,0,13237,2,816,7,21844,28,921,7,24400,2
719,0,13462,18,816,7,22277,6,921,7,25973,76
719,0,13609,1,816,7,22489,1,921,7,26347,5
719,0,13867,2,816,7,22822,4,921,7,27522,17
719,0,14780,1,816,7,25751,5,921,7,29863,2
719,0,15083,1,816,7,25847,19,921,7,31983,2
719,0,15334,1,816,7,26101,3,921,7,36856,20
719,0,19094,1,816,7,31797,2,921,8,786,7
719,0,19548,2,816,7,36839,11,921,8,1668,8
719,0,20214,1,816,7,36856,16,921,8,2152,2
719,0,20773,1,816,8,109,3,921,8,3561,2
719,0,22047,1,816,8,2152,1,921,8,3701,1
719,0,22909,1,816,8,7497,1,921,8,4538,1
719,0,23606,1,816,8,7796,1,921,8,4675,2
719,0,23771,1,816,8,8070,2,921,8,4996,20
719,0,26831,1,816,8,15169,4,921,8,5662,23
719,0,27699,2,816,8,21502,1,921,8,7859,8
719,0,27810,1,816,8,31797,1,921,8,8075,4
719,0,32519,1,816,9,2140,55,921,8,11486,8
719,1,2152,2,816,9,2152,499,921,8,14051,1
719,1,2828,2,816,9,2914,2,921,8,14780,8
719,1,3265,1390,816,9,3561,17,921,8,15169,287
719,1,3462,887,816,9,3598,1,921,8,24400,1
719,1,3595,2,816,9,4265,1,921,8,25752,3
719,1,3794,2,816,9,4355,2,921,8,36856,4
719,1,4134,3,816,9,5779,378,921,9,102,123
719,1,4266,2,816,9,6432,7,921,9,111,1
719,1,4323,1,816,9,6478,2,921,9,174,13
719,1,4766,4,816,9,8070,5,921,9,209,39
719,1,4812,2,816,9,8075,3,921,9,226,1
719,1,4837,7,816,9,10763,1,921,9,2152,7
719,1,6461,9,816,9,11486,19,921,9,2914,20
719,1,7015,1,816,9,12182,13,921,9,3561,1
719,1,7016,1,816,9,12222,16,921,9,4182,18
719,1,8376,2,816,9,14780,541,921,9,4264,2
719,1,9808,1,816,9,14904,19,921,9,4323,11
